beer_id,beer_name,name,origin,alpha,beta,display_amount,amount,use,form,time,notes
ipa-938,[u'IPA'],[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'30.0 g'],[u'30.0'],[u'Boil'],[u'Pellet'],[u'30'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
ipa-938,[u'IPA'],[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'100.0 g'],[u'100.0'],[u'Boil'],[u'Pellet'],[u'10'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
ipa-938,[u'IPA'],[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'25.0 g'],[u'25.0'],[u'Boil'],[u'Pellet'],[u'5'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
ipa-938,[u'IPA'],[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'50.0 g'],[u'50.0'],[u'Boil'],[u'Pellet'],[u'0'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
ipa-938,[u'IPA'],[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'50.0 g'],[u'50.0'],[u'Dry Hop'],[u'Pellet'],[u'5760'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
uerige-alt-5-gallon-version-1,[u'Uerige Alt (5 gallon version)'],[u'Perle (US)'],[u'United States'],[u'8.2'],[],[u'1.340412 oz'],[u'0.038000009993999995'],[u'Boil'],[u'Pellet'],[u'50'],[]
uerige-alt-5-gallon-version-1,[u'Uerige Alt (5 gallon version)'],[u'Spalt (DE)'],[u'Germany'],[u'4.7'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'10'],[]
uerige-alt-5-gallon-version-1,[u'Uerige Alt (5 gallon version)'],[u'Spalt (DE)'],[u'Germany'],[u'4.7'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Dry Hop'],[u'Pellet'],[u'10080'],[]
summer-wheat-80,[u'Summer Wheat'],[u'Amarillo (US)'],[u'United States'],[u'9.3'],[],[u'0.25 oz'],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
summer-wheat-80,[u'Summer Wheat'],[u'Amarillo (US)'],[u'United States'],[u'9.3'],[],[u'0.25 oz'],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'10'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
summer-wheat-80,[u'Summer Wheat'],[u'Amarillo (US)'],[u'United States'],[u'9.3'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'5'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
snoweizen,[u'Snoweizen'],[u'Hallertau (US)'],[u'United States'],[u'3.1'],[],[u'0.750000809033437 oz'],[u'0.021262147935693424'],[u'Boil'],[u'Pellet'],[u'60'],[]
snoweizen,[u'Snoweizen'],[u'Hallertau (US)'],[u'United States'],[u'3.1'],[],[u'0.250000269677813 oz'],[u'0.00708738264523116'],[u'Boil'],[u'Pellet'],[u'15'],[]
goose-ipa-b8cc58,[u'Goose IPA'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'60'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
goose-ipa-b8cc58,[u'Goose IPA'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'5'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
goose-ipa-b8cc58,[u'Goose IPA'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'4.75'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'5'],[]
ipahhh,[u'IPAHHH!'],[u'Citra (US)'],[u'United States'],[u'14.2'],[],[u'7.0 g'],[u'7.0'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
ipahhh,[u'IPAHHH!'],[u'Citra (US)'],[u'United States'],[u'14.2'],[],[u'7.0 g'],[u'7.0'],[u'Boil'],[u'Pellet'],[u'45'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
ipahhh,[u'IPAHHH!'],[u'Citra (US)'],[u'United States'],[u'14.2'],[],[u'7.0 g'],[u'7.0'],[u'Boil'],[u'Pellet'],[u'20'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
ipahhh,[u'IPAHHH!'],[u'Citra (US)'],[u'United States'],[u'14.2'],[],[u'20.0 g'],[u'20.0'],[u'Boil'],[u'Pellet'],[u'10'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
ipahhh,[u'IPAHHH!'],[u'Citra (US)'],[u'United States'],[u'14.2'],[],[u'20.0 g'],[u'20.0'],[u'Boil'],[u'Pellet'],[u'0'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
brulosophy-oktoberfest,[u'Brulosophy Oktoberfest'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'3.25'],[],[u'0.8 oz'],[u'0.0226796'],[u'Boil'],[u'Pellet'],[u'60'],[]
brulosophy-oktoberfest,[u'Brulosophy Oktoberfest'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'3.25'],[],[u'0.3 oz'],[u'0.00850485'],[u'Boil'],[u'Pellet'],[u'15'],[]
peanut-butter-jelly-time-1,[u'Peanut Butter Jelly Time'],[u'Belma'],[],[u'11.3'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'60'],[]
pumpkin-beer-27,[u'Pumpkin Beer'],[u'Willamette (US)'],[u'United States'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
pumpkin-beer-27,[u'Pumpkin Beer'],[u'Willamette (US)'],[u'United States'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'5'],[]
mans-best-friend-1,"[u""Man's Best Friend""]",[u'Horizon (US)'],[u'United States'],[u'12.0'],[],[u'0.66 oz'],[u'0.01871067'],[u'Boil'],[u'Pellet'],[u'60'],[u'American high alpha cross made in Oregon in 1970. Horizon and Nugget share a common parent (#65009).']
mans-best-friend-1,"[u""Man's Best Friend""]",[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'10'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
mans-best-friend-1,"[u""Man's Best Friend""]",[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'10'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
mans-best-friend-1,"[u""Man's Best Friend""]",[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'0'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
mans-best-friend-1,"[u""Man's Best Friend""]",[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'0'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
bitterye,[u'BitteRye'],[u'Northern Brewer (DE)'],[u'Germany'],[u'8.5'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],[]
bitterye,[u'BitteRye'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'5.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'30'],[]
bitterye,[u'BitteRye'],[u'Fuggle (US)'],[u'United States'],[u'4.5'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'15'],[]
bitterye,[u'BitteRye'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'5.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Leaf'],[u'10'],[]
bitterye,[u'BitteRye'],[u'Fuggle (US)'],[u'United States'],[u'4.5'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'5'],[]
yoopers-oatmeal-stout-8,"[u""Yooper's Oatmeal Stout""]",[u'Williamette (US)'],[u'United States'],[u'5.3'],[],[u'2.0 oz'],[u'0.056699'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Popular American development in 1976 of the English Fuggle. Named for the Willamette Valley, an important hop-growing area. It has a character similar to Fuggle, but is more fruity and has some floral notes. Used in British and American ales. A recent taste-test comparison between Ahtanum and Willamette has described some similarity between the varieties.']"
winter-ipa-28,[u'Winter IPA'],[u'Amarillo (US)'],[u'United States'],[u'9.3'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
winter-ipa-28,[u'Winter IPA'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'60'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
